id,Hardness
15427,5.75
15428,5.75
15429,5.75
15430,2.25
15431,5.75
15432,2.25
15433,4.0
15434,5.75
15435,2.25
15436,5.2
15437,2.25
15438,5.75
15439,5.75
15440,5.2
15441,5.75
15442,2.25
15443,2.25
15444,5.75
15445,5.75
15446,2.25
15447,5.75
15448,1.25
15449,5.75
15450,5.75
15451,5.75
15452,5.75
15453,5.75
15454,5.75
15455,5.75
15456,5.75
15457,5.75
15458,2.25
15459,5.75
15460,2.25
15461,2.25
15462,5.75
15463,5.75
15464,5.75
15465,2.25
15466,5.75
15467,5.75
15468,5.75
15469,2.25
15470,5.75
15471,2.25
15472,5.75
15473,2.25
15474,5.75
15475,3.15
15476,5.75
15477,5.75
15478,5.2
15479,5.75
15480,5.75
15481,5.75
15482,7.0
15483,5.75
15484,5.75
15485,5.75
15486,2.25
15487,4.0
15488,5.75
15489,3.15
15490,5.2
15491,5.75
15492,7.0
15493,5.75
15494,5.75
15495,5.75
15496,5.75
15497,5.75
15498,2.25
15499,5.75
15500,5.75
15501,5.75
15502,2.25
15503,3.15
15504,2.25
15505,2.25
15506,2.25
15507,5.75
15508,5.75
15509,5.75
15510,5.75
15511,5.75
15512,2.25
15513,5.75
15514,5.75
15515,5.75
15516,3.15
15517,5.75
15518,5.75
15519,5.75
15520,5.75
15521,2.25
15522,5.75
15523,5.75
15524,5.75
15525,5.75
15526,2.25
15527,5.75
15528,5.75
15529,5.75
15530,2.25
15531,5.75
15532,2.25
15533,5.75
15534,2.25
15535,5.75
15536,2.25
15537,2.25
15538,2.25
15539,5.75
15540,3.15
15541,5.75
15542,2.25
15543,2.25
15544,2.25
15545,5.75
15546,5.75
15547,2.25
15548,3.15
15549,5.75
15550,3.15
15551,5.75
15552,1.25
15553,5.75
15554,5.75
15555,5.75
15556,5.75
15557,2.25
15558,5.75
15559,5.75
15560,5.75
15561,5.75
15562,5.75
15563,5.75
15564,5.75
15565,2.25
15566,5.75
15567,5.75
15568,4.0
15569,5.75
15570,5.75
15571,5.75
15572,4.0
15573,5.75
15574,5.75
15575,5.75
15576,5.75
15577,5.2
15578,2.25
15579,5.75
15580,2.25
15581,2.25
15582,3.15
15583,2.25
15584,4.0
15585,5.75
15586,2.25
15587,5.75
15588,5.75
15589,5.75
15590,5.75
15591,5.75
15592,2.25
15593,4.0
15594,5.75
15595,5.75
15596,5.2
15597,5.75
15598,5.75
15599,2.25
15600,5.75
15601,5.75
15602,5.75
15603,4.0
15604,2.25
15605,5.75
15606,2.25
15607,5.75
15608,2.25
15609,2.25
15610,5.75
15611,5.75
15612,5.75
15613,2.25
15614,5.75
15615,5.75
15616,1.25
15617,2.25
15618,5.75
15619,5.2
15620,5.75
15621,2.25
15622,2.25
15623,5.75
15624,5.75
15625,5.75
15626,5.75
15627,2.25
15628,2.25
15629,5.75
15630,5.75
15631,4.0
15632,2.25
15633,3.15
15634,2.25
15635,2.25
15636,2.25
15637,5.75
15638,5.75
15639,2.25
15640,5.75
15641,3.15
15642,5.75
15643,5.75
15644,5.75
15645,5.75
15646,5.75
15647,2.25
15648,5.75
15649,5.75
15650,5.75
15651,2.25
15652,5.75
15653,5.75
15654,5.75
15655,2.25
15656,5.75
15657,5.75
15658,2.25
15659,5.75
15660,5.75
15661,5.75
15662,5.75
15663,2.25
15664,5.75
15665,2.25
15666,2.25
15667,3.15
15668,2.25
15669,5.75
15670,1.25
15671,1.25
15672,5.75
15673,2.25
15674,2.25
15675,3.15
15676,5.75
15677,5.75
15678,5.75
15679,5.75
15680,5.75
15681,3.15
15682,5.75
15683,2.25
15684,3.15
15685,5.75
15686,5.75
15687,1.25
15688,5.75
15689,5.75
15690,5.75
15691,5.75
15692,5.75
15693,5.75
15694,2.25
15695,5.75
15696,3.15
15697,2.25
15698,5.75
15699,2.25
15700,2.25
15701,5.75
15702,5.75
15703,2.25
15704,5.75
15705,5.75
15706,5.75
15707,5.75
15708,5.75
15709,1.25
15710,5.75
15711,5.75
15712,2.25
15713,5.75
15714,2.25
15715,2.25
15716,5.75
15717,2.25
15718,3.15
15719,5.75
15720,5.75
15721,5.75
15722,2.25
15723,5.75
15724,2.25
15725,5.75
15726,2.25
15727,5.75
15728,2.25
15729,5.75
15730,5.75
15731,5.75
15732,5.75
15733,1.25
15734,2.25
15735,5.75
15736,5.75
15737,2.25
15738,5.75
15739,3.15
15740,5.75
15741,5.75
15742,5.75
15743,5.75
15744,5.75
15745,5.75
15746,5.75
15747,4.0
15748,3.15
15749,5.75
15750,5.75
15751,5.75
15752,6.25
15753,5.75
15754,5.75
15755,5.75
15756,5.75
15757,5.75
15758,5.75
15759,5.75
15760,5.75
15761,5.75
15762,5.75
15763,5.75
15764,4.0
15765,5.2
15766,5.75
15767,2.25
15768,5.75
15769,5.75
15770,5.75
15771,5.75
15772,2.25
15773,5.75
15774,5.75
15775,5.75
15776,4.0
15777,5.75
15778,2.25
15779,5.75
15780,2.25
15781,5.75
15782,2.25
15783,2.25
15784,5.75
15785,2.25
15786,5.75
15787,5.75
15788,5.75
15789,1.25
15790,5.75
15791,3.15
15792,5.75
15793,5.75
15794,5.75
15795,5.75
15796,5.75
15797,2.25
15798,2.25
15799,5.75
15800,5.75
15801,1.25
15802,5.75
15803,2.25
15804,5.75
15805,5.75
15806,2.25
15807,2.25
15808,5.75
15809,2.25
15810,5.75
15811,5.75
15812,5.75
15813,5.75
15814,5.75
15815,1.25
15816,2.25
15817,5.75
15818,5.75
15819,2.25
15820,5.75
15821,5.75
15822,5.75
15823,5.2
15824,5.75
15825,5.75
15826,5.75
15827,5.75
15828,5.75
15829,2.25
15830,2.25
15831,4.0
15832,5.75
15833,5.75
15834,3.15
15835,5.75
15836,5.75
15837,5.75
15838,8.1
15839,5.75
15840,5.75
15841,5.75
15842,5.75
15843,5.75
15844,5.75
15845,2.25
15846,5.75
15847,1.25
15848,5.75
15849,3.15
15850,5.75
15851,2.25
15852,5.75
15853,2.25
15854,5.75
15855,5.75
15856,2.25
15857,5.75
15858,5.75
15859,5.75
15860,5.75
15861,3.15
15862,5.75
15863,5.75
15864,5.75
15865,5.75
15866,5.75
15867,2.25
15868,2.25
15869,2.25
15870,5.75
15871,2.25
15872,5.75
15873,3.15
15874,5.75
15875,2.25
15876,3.15
15877,2.25
15878,5.75
15879,5.75
15880,5.75
15881,5.75
15882,2.25
15883,5.75
15884,5.75
15885,5.75
15886,2.25
15887,5.75
15888,2.25
15889,2.25
15890,5.75
15891,5.75
15892,5.75
15893,5.75
15894,2.25
15895,5.75
15896,5.75
15897,5.75
15898,5.75
15899,5.75
15900,5.75
15901,2.25
15902,5.75
15903,5.75
15904,5.75
15905,5.75
15906,2.25
15907,5.75
15908,5.75
15909,5.75
15910,2.25
15911,5.75
15912,5.75
15913,2.25
15914,5.75
15915,5.75
15916,5.2
15917,5.75
15918,5.75
15919,5.75
15920,5.75
15921,3.15
15922,2.25
15923,2.25
15924,2.25
15925,5.75
15926,5.75
15927,5.75
15928,2.25
15929,5.75
15930,5.75
15931,5.2
15932,5.75
15933,5.75
15934,2.25
15935,5.75
15936,2.25
15937,5.75
15938,5.75
15939,5.75
15940,3.15
15941,2.25
15942,5.75
15943,2.25
15944,5.75
15945,3.15
15946,2.25
15947,5.75
15948,4.0
15949,5.75
15950,3.15
15951,5.75
15952,5.75
15953,5.75
15954,5.75
15955,5.75
15956,5.75
15957,5.75
15958,2.25
15959,4.0
15960,2.25
15961,2.25
15962,2.25
15963,4.0
15964,5.75
15965,5.75
15966,2.25
15967,2.25
15968,2.25
15969,5.2
15970,5.75
15971,5.75
15972,5.75
15973,2.25
15974,5.75
15975,2.25
15976,2.25
15977,5.75
15978,4.0
15979,5.75
15980,5.75
15981,2.25
15982,2.25
15983,5.75
15984,2.25
15985,5.75
15986,5.75
15987,1.25
15988,5.75
15989,2.25
15990,5.75
15991,5.2
15992,5.75
15993,2.25
15994,5.75
15995,2.25
15996,5.75
15997,2.25
15998,8.1
15999,2.25
16000,2.25
16001,5.75
16002,2.25
16003,2.25
16004,5.75
16005,2.25
16006,5.75
16007,5.75
16008,2.25
16009,2.25
16010,2.25
16011,2.25
16012,5.75
16013,2.25
16014,5.75
16015,3.15
16016,5.75
16017,5.75
16018,5.75
16019,2.25
16020,5.75
16021,5.75
16022,5.75
16023,3.15
16024,5.75
16025,5.75
16026,5.75
16027,2.25
16028,2.25
16029,5.75
16030,1.25
16031,5.75
16032,5.75
16033,5.75
16034,2.25
16035,5.75
16036,5.75
16037,5.75
16038,1.25
16039,5.75
16040,5.75
16041,2.25
16042,5.75
16043,5.75
16044,4.0
16045,5.75
16046,5.75
16047,7.0
16048,2.25
16049,3.15
16050,2.25
16051,5.75
16052,5.75
16053,2.25
16054,2.25
16055,5.75
16056,5.75
16057,2.25
16058,5.75
16059,5.75
16060,5.75
16061,5.75
16062,5.75
16063,2.25
16064,5.75
16065,5.75
16066,2.25
16067,5.75
16068,5.75
16069,2.25
16070,5.75
16071,2.25
16072,5.75
16073,5.75
16074,2.25
16075,2.25
16076,5.75
16077,2.25
16078,5.75
16079,5.75
16080,5.75
16081,2.25
16082,2.25
16083,5.75
16084,5.75
16085,5.75
16086,2.25
16087,5.75
16088,2.25
16089,5.75
16090,2.25
16091,5.75
16092,2.25
16093,5.75
16094,2.25
16095,5.75
16096,5.75
16097,2.25
16098,5.75
16099,4.0
16100,2.25
16101,2.25
16102,5.75
16103,2.25
16104,2.25
16105,2.25
16106,2.25
16107,5.75
16108,2.25
16109,5.75
16110,2.25
16111,2.25
16112,5.75
16113,5.75
16114,3.15
16115,5.75
16116,5.75
16117,5.75
16118,5.75
16119,2.25
16120,3.15
16121,2.25
16122,2.25
16123,5.75
16124,5.75
16125,2.25
16126,2.25
16127,5.75
16128,2.25
16129,2.25
16130,5.75
16131,2.25
16132,5.75
16133,5.75
16134,5.75
16135,5.75
16136,5.75
16137,2.25
16138,2.25
16139,5.75
16140,5.75
16141,5.75
16142,2.25
16143,5.75
16144,5.75
16145,3.15
16146,5.75
16147,1.25
16148,5.75
16149,5.75
16150,5.75
16151,5.75
16152,1.25
16153,5.75
16154,3.15
16155,2.25
16156,5.75
16157,2.25
16158,5.75
16159,5.75
16160,2.25
16161,5.75
16162,5.75
16163,5.75
16164,5.75
16165,3.15
16166,2.25
16167,3.15
16168,2.25
16169,5.75
16170,2.25
16171,5.75
16172,5.75
16173,2.25
16174,1.25
16175,2.25
16176,5.75
16177,2.25
16178,2.25
16179,2.25
16180,5.75
16181,5.75
16182,5.75
16183,2.25
16184,5.75
16185,5.75
16186,5.75
16187,2.25
16188,5.75
16189,2.25
16190,5.75
16191,2.25
16192,2.25
16193,5.75
16194,5.75
16195,3.15
16196,5.75
16197,2.25
16198,3.15
16199,5.75
16200,2.25
16201,2.25
16202,2.25
16203,2.25
16204,2.25
16205,1.25
16206,5.75
16207,5.75
16208,2.25
16209,4.0
16210,5.75
16211,5.75
16212,5.75
16213,3.15
16214,5.75
16215,2.25
16216,4.0
16217,5.75
16218,5.75
16219,5.75
16220,5.75
16221,2.25
16222,6.25
16223,5.75
16224,2.25
16225,5.75
16226,5.75
16227,2.25
16228,5.75
16229,5.75
16230,5.75
16231,4.0
16232,5.75
16233,5.75
16234,5.75
16235,5.75
16236,5.75
16237,2.25
16238,5.75
16239,5.75
16240,5.75
16241,2.25
16242,5.75
16243,5.75
16244,5.75
16245,2.25
16246,2.25
16247,5.75
16248,5.75
16249,3.15
16250,5.75
16251,5.75
16252,4.0
16253,5.75
16254,5.75
16255,5.75
16256,5.75
16257,5.75
16258,5.75
16259,5.75
16260,5.75
16261,3.15
16262,2.25
16263,2.25
16264,7.0
16265,5.75
16266,5.75
16267,5.75
16268,5.75
16269,5.75
16270,5.75
16271,5.75
16272,5.75
16273,2.25
16274,5.75
16275,2.25
16276,3.15
16277,5.75
16278,4.0
16279,5.75
16280,4.0
16281,2.25
16282,3.15
16283,2.25
16284,5.75
16285,5.75
16286,5.75
16287,5.75
16288,2.25
16289,5.75
16290,2.25
16291,5.75
16292,2.25
16293,5.75
16294,5.75
16295,5.75
16296,5.75
16297,5.75
16298,5.75
16299,2.25
16300,3.15
16301,5.75
16302,5.75
16303,3.15
16304,5.75
16305,2.25
16306,2.25
16307,5.75
16308,2.25
16309,5.75
16310,2.25
16311,2.25
16312,5.75
16313,2.25
16314,4.0
16315,5.75
16316,2.25
16317,5.75
16318,5.75
16319,2.25
16320,2.25
16321,5.75
16322,5.75
16323,2.25
16324,5.75
16325,5.75
16326,2.25
16327,5.75
16328,5.2
16329,2.25
16330,4.0
16331,2.25
16332,5.75
16333,2.25
16334,5.75
16335,5.75
16336,2.25
16337,2.25
16338,2.25
16339,5.75
16340,5.75
16341,5.75
16342,5.75
16343,2.25
16344,5.75
16345,2.25
16346,5.75
16347,4.0
16348,5.75
16349,5.75
16350,5.75
16351,2.25
16352,5.75
16353,5.75
16354,4.0
16355,4.0
16356,2.25
16357,5.75
16358,5.75
16359,2.25
16360,2.25
16361,2.25
16362,5.75
16363,5.75
16364,2.25
16365,5.75
16366,5.75
16367,5.75
16368,5.75
16369,5.75
16370,5.75
16371,5.75
16372,2.25
16373,2.25
16374,5.75
16375,5.75
16376,5.75
16377,5.2
16378,2.25
16379,2.25
16380,2.25
16381,5.75
16382,5.75
16383,2.25
16384,5.75
16385,5.75
16386,2.25
16387,5.75
16388,5.75
16389,2.25
16390,5.75
16391,7.0
16392,5.75
16393,5.75
16394,1.25
16395,5.75
16396,5.75
16397,5.75
16398,5.75
16399,2.25
16400,3.15
16401,5.75
16402,5.75
16403,2.25
16404,2.25
16405,5.75
16406,5.75
16407,5.75
16408,2.25
16409,2.25
16410,3.15
16411,1.25
16412,5.75
16413,2.25
16414,5.75
16415,5.75
16416,5.75
16417,5.75
16418,2.25
16419,2.25
16420,2.25
16421,5.75
16422,5.75
16423,7.0
16424,5.75
16425,3.15
16426,2.25
16427,5.75
16428,5.75
16429,2.25
16430,5.75
16431,5.75
16432,5.75
16433,5.75
16434,5.75
16435,2.25
16436,5.75
16437,5.75
16438,2.25
16439,5.75
16440,5.75
16441,5.75
16442,5.75
16443,5.75
16444,5.75
16445,5.75
16446,5.75
16447,2.25
16448,5.75
16449,5.75
16450,2.25
16451,2.25
16452,2.25
16453,5.75
16454,5.75
16455,2.25
16456,5.75
16457,5.75
16458,5.75
16459,5.75
16460,1.25
16461,3.15
16462,4.0
16463,2.25
16464,5.75
16465,2.25
16466,5.75
16467,4.0
16468,5.75
16469,5.75
16470,5.75
16471,5.75
16472,3.15
16473,5.75
16474,5.75
16475,2.25
16476,5.75
16477,5.75
16478,5.75
16479,2.25
16480,2.25
16481,5.75
16482,2.25
16483,2.25
16484,2.25
16485,5.75
16486,5.75
16487,5.75
16488,5.75
16489,5.75
16490,1.25
16491,5.75
16492,2.25
16493,2.25
16494,5.75
16495,5.75
16496,8.1
16497,5.75
16498,5.75
16499,2.25
16500,5.75
16501,5.75
16502,5.75
16503,3.15
16504,3.15
16505,5.75
16506,5.75
16507,2.25
16508,5.75
16509,4.0
16510,5.75
16511,2.25
16512,5.75
16513,7.0
16514,1.25
16515,5.75
16516,5.75
16517,5.2
16518,5.75
16519,7.0
16520,2.25
16521,2.25
16522,2.25
16523,2.25
16524,5.75
16525,2.25
16526,5.75
16527,5.75
16528,3.15
16529,5.75
16530,5.75
16531,5.75
16532,2.25
16533,5.75
16534,5.75
16535,5.75
16536,2.25
16537,3.15
16538,5.75
16539,2.25
16540,5.75
16541,5.75
16542,2.25
16543,4.0
16544,2.25
16545,5.75
16546,3.15
16547,5.75
16548,5.75
16549,1.25
16550,5.75
16551,5.75
16552,5.75
16553,4.0
16554,5.75
16555,3.15
16556,5.75
16557,2.25
16558,5.75
16559,2.25
16560,2.25
16561,4.0
16562,5.75
16563,2.25
16564,5.75
16565,5.75
16566,5.75
16567,5.75
16568,5.75
16569,2.25
16570,5.75
16571,5.75
16572,5.75
16573,2.25
16574,5.75
16575,5.75
16576,5.75
16577,4.0
16578,2.25
16579,5.75
16580,2.25
16581,2.25
16582,2.25
16583,5.75
16584,2.25
16585,5.75
16586,5.75
16587,5.75
16588,2.25
16589,5.75
16590,5.75
16591,5.75
16592,5.75
16593,5.75
16594,5.75
16595,2.25
16596,5.75
16597,2.25
16598,2.25
16599,2.25
16600,5.75
16601,2.25
16602,5.75
16603,2.25
16604,2.25
16605,5.75
16606,5.75
16607,2.25
16608,2.25
16609,2.25
16610,5.75
16611,3.15
16612,5.75
16613,2.25
16614,5.75
16615,2.25
16616,5.75
16617,2.25
16618,4.0
16619,5.75
16620,5.75
16621,5.75
16622,5.75
16623,5.75
16624,5.75
16625,5.75
16626,5.75
16627,5.75
16628,7.0
16629,5.75
16630,5.75
16631,5.75
16632,5.75
16633,5.75
16634,5.75
16635,5.75
16636,2.25
16637,5.75
16638,5.75
16639,7.0
16640,2.25
16641,5.75
16642,5.75
16643,5.75
16644,2.25
16645,4.0
16646,5.2
16647,2.25
16648,4.0
16649,5.75
16650,5.75
16651,5.75
16652,2.25
16653,5.75
16654,5.75
16655,5.75
16656,2.25
16657,2.25
16658,5.75
16659,4.0
16660,5.75
16661,2.25
16662,2.25
16663,5.75
16664,5.75
16665,2.25
16666,5.75
16667,5.75
16668,2.25
16669,5.75
16670,2.25
16671,5.75
16672,3.15
16673,5.75
16674,5.75
16675,5.75
16676,5.75
16677,5.75
16678,2.25
16679,5.75
16680,5.75
16681,5.75
16682,5.75
16683,2.25
16684,3.15
16685,3.15
16686,5.75
16687,5.75
16688,2.25
16689,5.75
16690,2.25
16691,5.75
16692,2.25
16693,2.25
16694,2.25
16695,5.75
16696,2.25
16697,5.75
16698,5.75
16699,5.75
16700,5.75
16701,5.75
16702,2.25
16703,5.75
16704,5.75
16705,5.75
16706,5.75
16707,2.25
16708,5.75
16709,5.75
16710,5.75
16711,2.25
16712,5.75
16713,2.25
16714,5.75
16715,2.25
16716,5.75
16717,3.15
16718,2.25
16719,2.25
16720,5.75
16721,5.75
16722,5.75
16723,5.75
16724,5.75
16725,2.25
16726,5.75
16727,2.25
16728,5.75
16729,5.75
16730,5.75
16731,1.25
16732,2.25
16733,5.75
16734,5.75
16735,3.15
16736,5.75
16737,2.25
16738,5.75
16739,4.0
16740,2.25
16741,5.75
16742,5.75
16743,2.25
16744,2.25
16745,5.75
16746,2.25
16747,2.25
16748,2.25
16749,5.75
16750,2.25
16751,5.75
16752,5.75
16753,2.25
16754,2.25
16755,5.75
16756,5.75
16757,2.25
16758,5.75
16759,2.25
16760,5.75
16761,2.25
16762,5.75
16763,5.75
16764,5.2
16765,5.75
16766,2.25
16767,5.75
16768,2.25
16769,5.75
16770,3.15
16771,4.0
16772,2.25
16773,5.75
16774,5.75
16775,5.75
16776,5.75
16777,5.75
16778,5.75
16779,1.25
16780,5.75
16781,2.25
16782,5.75
16783,1.25
16784,5.75
16785,5.75
16786,2.25
16787,1.25
16788,2.25
16789,5.75
16790,1.25
16791,3.15
16792,5.75
16793,5.75
16794,2.25
16795,2.25
16796,2.25
16797,5.75
16798,2.25
16799,5.75
16800,5.75
16801,2.25
16802,5.75
16803,5.75
16804,2.25
16805,5.75
16806,5.75
16807,5.75
16808,5.75
16809,2.25
16810,5.75
16811,5.75
16812,5.75
16813,2.25
16814,5.75
16815,2.25
16816,5.75
16817,2.25
16818,2.25
16819,4.0
16820,5.75
16821,5.75
16822,5.75
16823,1.25
16824,5.75
16825,2.25
16826,5.75
16827,5.75
16828,2.25
16829,5.75
16830,5.75
16831,2.25
16832,1.25
16833,5.75
16834,5.75
16835,2.25
16836,5.75
16837,2.25
16838,2.25
16839,5.75
16840,5.75
16841,2.25
16842,5.75
16843,5.75
16844,5.75
16845,5.75
16846,2.25
16847,5.75
16848,2.25
16849,5.75
16850,5.75
16851,4.0
16852,2.25
16853,2.25
16854,5.75
16855,2.25
16856,4.0
16857,2.25
16858,5.75
16859,5.75
16860,5.75
16861,5.75
16862,5.75
16863,5.75
16864,5.75
16865,5.75
16866,5.75
16867,5.75
16868,2.25
16869,2.25
16870,5.75
16871,5.75
16872,2.25
16873,5.75
16874,5.75
16875,5.75
16876,5.75
16877,5.75
16878,5.75
16879,5.75
16880,2.25
16881,5.75
16882,5.75
16883,5.75
16884,5.75
16885,5.75
16886,5.75
16887,2.25
16888,5.75
16889,2.25
16890,5.75
16891,5.75
16892,2.25
16893,5.75
16894,5.75
16895,5.75
16896,5.75
16897,5.75
16898,5.75
16899,5.75
16900,5.75
16901,5.75
16902,2.25
16903,5.75
16904,5.75
16905,5.75
16906,2.25
16907,2.25
16908,2.25
16909,5.75
16910,5.75
16911,2.25
16912,5.75
16913,5.75
16914,5.75
16915,5.75
16916,2.25
16917,5.75
16918,5.75
16919,2.25
16920,5.75
16921,5.75
16922,5.75
16923,2.25
16924,5.75
16925,5.75
16926,5.75
16927,5.75
16928,5.75
16929,5.75
16930,5.75
16931,5.75
16932,5.75
16933,3.15
16934,5.75
16935,5.75
16936,2.25
16937,7.0
16938,2.25
16939,5.75
16940,2.25
16941,2.25
16942,5.75
16943,2.25
16944,5.75
16945,4.0
16946,5.75
16947,5.75
16948,2.25
16949,5.75
16950,2.25
16951,4.0
16952,5.75
16953,2.25
16954,5.75
16955,5.75
16956,5.75
16957,4.0
16958,3.15
16959,2.25
16960,5.75
16961,5.75
16962,5.75
16963,5.75
16964,4.0
16965,2.25
16966,2.25
16967,6.25
16968,5.75
16969,5.75
16970,5.75
16971,2.25
16972,5.75
16973,5.75
16974,2.25
16975,5.75
16976,5.75
16977,3.15
16978,5.75
16979,5.75
16980,3.15
16981,5.75
16982,5.75
16983,2.25
16984,5.75
16985,2.25
16986,4.0
16987,5.75
16988,3.15
16989,5.75
16990,2.25
16991,5.75
16992,2.25
16993,5.75
16994,5.75
16995,5.75
16996,2.25
16997,5.75
